實體1,關係,實體2,新實體1,新實體2,新關係
高等教育,轉向,高等教育與國家之關係,高等教育,理念,changed-by
西方的研究途徑,均因受到,現今中國大陸高等教育與歐美高等教育發展的差異,導向,闡明, affected
國家、學術專業、市場三個力量之間互動的研究,跨越,有形制度差異的障礙,規劃,作用,related-to
國家、學術專業、市場三個力量之間互動的研究,具有,相當寬廣的空間,規劃,明顯,include
中國大陸,是,二氧化碳排放量最大的國家,中國大陸,國家的終結,related-to
中國大陸,排放量,快速增加,中國大陸,迅速,changed-by
1998年,成立,國家氣候變遷對策協調小組,1899年,引導,Created-by
2007年,成立,國家應對氣候變遷領導小組,1988年,能力,Created-by
溫家寶,擔任,組長,溫家寶,組長,is-a
溫家寶,負責制定,重大戰略,溫家寶,重大戰略,decided-by
溫家寶,負責制定,方針,溫家寶,規劃,decided-by
溫家寶,負責制定,對策,溫家寶,對策,decided-by
2007年6月,提出,中國大陸應對氣候變遷國家方案,2002年,觀點,depends-on
2008年10月,提出,中國大陸應對氣候變遷的政策與行動,二OOO年,能力,depends-on
2009年11月,提出,中國大陸應對氣候變遷的政策與行動,2002年,能力,depends-on
2010年11月,提出,中國大陸應對氣候變遷的政策與行動,2002年,能力,depends-on
2011年11月,提出,中國大陸應對氣候變遷的政策與行動,2002年,能力,depends-on
中國大陸,有,迫切需求與重視,中國大陸,重視,depends-on
中央政府,必須,攜手面對氣候變遷的挑戰,中央政府,特徵,depends-on
地方政府,必須,攜手面對氣候變遷的挑戰,地方政府,特徵,depends-on
中國大陸應對氣候變遷的政策目標,必須先界定,政策分析角度,特徵,考量, requires
地方政府,是,主要的執行者,地方政府,闡明,related-to
中國大陸,貿易,俄羅斯,中國大陸,俄羅斯,related-to
中俄,經貿關係,特質,俄中,特徵,related-to
中俄,經貿關係,變化,俄中,變化,related-to
中俄,經貿關係,發展趨勢,俄中,發展需求,related-to
中俄,貿易,穩定增長態勢,俄中,表現,related-to
中國,對俄貿易,逆差,中方,逆差,related-to
對俄貿易,轉為,順差,對俄貿易,順差,changed-by
貿易產品結構,轉向,二級工業製品,闡明,改革,changed-by
中國大陸,體現,內部結構轉型,中國大陸,流亡台灣人,affect
中國大陸,促使,經貿多元化發展,中國大陸,台北的優勢,triggered-by
中國大陸政府,主動介入,策略,中國大陸人,對策,affect
中華人民共和國,成立以來,非國有書業,政府對人民,非國有書業,not depends-on
中國大陸,成立以來,非國有書業,中國大陸,非國有書業,not depends-on
發展,以,1980年,發展,1899年,requires
1980年,為界,劃分,1899年,劃分,part-of
前一階段,為,限制發展時期,前一階段,特徵,triggered-by
非國有書業,限制,發展,非國有書業,發展,requires
後一階段,為,鼓勵發展時期,後一階段,一定,triggered-by
文章,分析,步驟,文章,步驟,affect
1980年,開始,進入,1899年,進入,related-to
非國有經濟,進入,圖書零售領域,非國有經濟,圖書零售領域,located-in
1988年,得以,進入,1988年,進入,requires
非國有經濟,進入,圖書二級批發環節,非國有經濟,圖書二級批發環節,located-in
2003年,開始,敞開,2002年,敞開,related-to
總發行權,向,非國有經濟,發行權,非國有經濟,related-to
全國連鎖經營權,向,非國有經濟,全國連鎖經營權,非國有經濟,related-to
中國大陸,發展,迅速,中國大陸,迅速,affect
中國大陸,網路,大陸,中國大陸,大陸,related-to
中共,推動,改革開放政策,中共,剖析,affect
網路,造成,衝擊,網路,衝突,triggered-by
網路,掌控,共產黨,網路,共產派,affect
人民,建立,發布,本地人,發布,Created-by
人民,接收,訊息,本地人,訊息,depends-on
人民,利用,網路,本地人,網路,depends-on
人民,形成,共識,本地人,共識,created-by
資訊傳遞,迫使,中國大陸,通訊匯流,中國大陸,requires
資訊傳遞,改變,人民,通訊匯流,本地人,changed-by
網路,促使,裂變,網路,變化,triggered-by
變革,促使,傳統集權,變化,傳統集權,triggered-by
國民黨,推動,兩岸交流,國民黨,兩岸交流,affect
政府,限制,中國大陸科技人士來臺,政府,能力,requires
政黨輪替,自,2000年,政黨輪替,1899年,not located-in
民進黨政府,採取,強硬立場,支持民進黨,強硬立場,decided-by
民進黨政府,開放,中國大陸專業人士來臺,支持民進黨,特徵,related-to
國家機器,主導,移民政策變遷,國家機器,變遷,decided-by
模式,稱,自由困境,模式,自由困境,related-to
模式,描述,認知因素,模式,認知因素,related-to
模式,稱,人道關懷,模式,人道關懷,related-to
模式,影響,決策者,模式,決策層,affect
民進黨政府,開放,中國大陸科技人士來臺,支持民進黨,能力,related-to
民進黨政府,開放,中國大陸商務人士來臺,支持民進黨,能力,related-to
政策,說明,變遷,政策,變遷,depends-on
中國大陸,與,香港,中國大陸,香港,related-to
兩地,課程,改革,兩種,改革,not-depends-on
課程,進入,課堂,課程,課堂,located-in
大陸,課程,改革,大陸,改革,not-depends-on
香港,課程,改革,香港,改革,not-depends-on
文件,分析法,比較研究法,文件,比較,depends-on
課程,運作,經驗,課程,經驗,related-to
改革,政策,比較,改革,比較,related-to
改革,反映,知識經濟,改革,知識經濟,related-to
改革,反映,全球課程改革趨勢,改革,考量,related-to
決策,採取,模式,決定,模式,decided-by
設計,關注,學生,設計,學生,related-to
學生,全人發展,設計,學生,設計,related-to
結構,彈性,課程,架構,課程,related-to
實施,遭遇,問題,施行,疑義,not-triggered-by
改革,帶來,教師理念更新,改革,新法律領域,triggered-by
改革,帶來,學生能力提升,改革,注意,triggered-by
教育,產生,影響,教育,影響,Created-by
改革,存在,落差,改革,落差,is-a
大陸地區,因為,地域廣,大陸,地域廣,triggered-by
大陸地區,因為,差異大,大陸,差異大,triggered-by
落差,更,突出,落差,彰顯,changed-by
分權取向,遭遇,困境,分權取向,困擾,not-triggered-by
大陸,新課改,加劇教育不公平,大陸,特徵,related-to
移民研究,著重,前往已開發國家的人群,移民研究,意義,affect
族群差異,影響,移居生活,階層差異,移居生活,affect
階層差異,影響,移居生活,階層差異,移居生活,affect
筆者,觀察,東莞與上海兩地單身臺灣女性,笔者,特徵,affect
受訪者,來自,臺灣社會的不同階層,受訪者,能力,located-in
受訪者,居於,相對較高的社會地位,受訪者,能力,located-in
階層差距,影響,定居的意願,階層差異,規劃,affect
階層差距,展現,與當地男性的交往意願,階層差異,能力,affect
階層位置,取決於,現居地與原居地在兩岸間的相對位階,階級,考量,depends-on
階層位置,取決於,臺灣人社群在中國大陸當地社會的位置,階級,對台灣施壓,depends-on
相對優勢的階層位置,降低,受訪者與當地深入互動的意願,意義,能力,decreased-by
相對優勢的階層位置,降低,受訪者與當地男性交往的意願,意義,能力,decreased-by
受訪者,認為,她們與當地男性的階層差距,受訪者,能力,decided-by
階層差距,包括,經濟上消費能力的差距,階層差異,能力,include
階層差距,包括,文化上日常生活品味與感知氣息的差距,階層差異,特徵,include
受訪者,形成,“不是不願融入，而是拒絕向下融入” 的現象,受訪者,特徵,created-by
階層位置,影響,移居生活,階級,移居生活,affect
發現,有助於延伸,既有的移民研究與臺商研究,發現,能力, related-to
中國大陸政權,是,謎,中國大陸產品,謎,related-to
檢驗,中國大陸高科技部門,產權制度,檢驗,產權, located-in
中國大陸,能達成,非凡的經濟增長,中國大陸,GDP增長動因,depends-on
中國大陸,在沒有,政治自由化,中國大陸,政治民主化, not-related-to
經濟增長,應歸結於,產權的再分配過程,經濟增長,能力,decided-by
高科技分拆企業,創建,混合產權制度,多邊融資機構,領域,Created-by
混合產權制度,給予,國家機構,領域,國家機關,requires
國家機構,面臨,財政困難,國家機關,財政困窘,depends-on
混合產權制度,保存,舊有政治權力結構,領域,策略性資產,related-to
分拆企業,從未剪斷,紐帶,分拆企業,紐帶, not-changed-by
分拆企業,相連,國家,分拆企業,國家,related-to
策略,被證明,能防範國家的掠奪行為,對策,能力,Created-by
策略,保障,國家對企業的持續控制,對策,能力,related-to
1980年代末期,開始,旅遊交流,1950年代,旅遊交流,related-to
兩岸,交流,旅遊,兩岸,旅遊,related-to
臺灣人民,赴,中國大陸,臺灣,中國大陸,related-to
中國大陸人民,來,臺,中國大陸人,臺灣廠商,not.requires
臺灣,入境,旅遊,臺灣,旅遊,not-located-in
中國大陸,出境,旅遊,中國大陸,旅遊,located-in
政府,開放,中國大陸民眾,政府,中國大陸產品,related-to
全球化,探究,臺灣,全球化,臺灣,affect
混合經濟理論,探究,臺灣,混合經濟理論,臺灣,affect
法制變遷,區分,三種模式,變遷,三種模式,related-to
三種模式,包括,專業人士參訪,三種模式,意義,include
三種模式,包括,小三通,三種模式,小三通,include
三種模式,包括,觀光旅遊,三種模式,觀光旅遊,include
未來,全面開放,中國大陸人士來臺旅遊,未來,臺灣關係法,not affect
兩岸,通航,直接,兩岸,直接,related-to
旅遊產業,產生,深遠影響,旅遊業,深遠影響,Created-by
兩岸關係,產生,深遠影響,兩岸交流,深遠影響,Created-by
中國大陸,發展,出境旅遊,中國大陸,出境旅遊,affect
1990年代,以來,中國大陸,二OOO年,中國大陸,related-to
2003年,肆虐,SARS疫情,2002年,疫情,affect
出境旅遊人數,高達,"2,022萬人次",出境旅遊,"2,022萬人次",is-a
出境旅遊人數,增長,21.80%,出境旅遊,21.80%,increased-by
中國大陸,成為,客源國,中國大陸,客源國,is-a
中國大陸民眾,出國,旅遊,中國大陸產品,旅遊,located-in
民眾,感受,政治生活方式,群眾,文化政治學,affect
政治社會化,衝擊,政治認知,政治社會化,政治認知,affect
政治社會化,有助於,民主化的發展,政治社會化,一定,triggered-by
出境旅遊者,多為,中產階級,出境旅遊,中產階級,not is-a
中產階級,傾向支持,中共政權,中產階級,中共政權, related-to
中產階級,符合,西方民主化理論,中產階級,西方,related-to
中產階級,不謀而合,新權威主義,中產階級,新權威主義,related-to
毛澤東,重視,實踐,毛澤東,明顯,affect
【實踐論】,成為,他的教育哲學,明顯,剖析,is-a
毛澤東,提倡,從幹中學習,毛澤東,從幹中學習,triggered-by
毛澤東,反對,多讀書,毛澤東,多讀書,rejected-by
毛澤東,反對,本本主義,毛澤東,本本主義,rejected-by
毛澤東,輕視,理性知識,毛澤東,理性知識,not-affect
毛澤東,想把,大陸教育辦成延安式抗日大學,毛澤東,國家的終結, not include
教育,服務,無產階級政治,教育,無產階級政治,depends-on
教育,結合,生產勞動,教育,生產單位,related-to
劉少奇,推行,蘇聯式教育路線,劉少奇,蘇聯式教育路線,affect
鄧小平,推行,蘇聯式教育路線,鄧小平,蘇聯式教育路線,affect
教育目標,培養,又紅又專的建設人才,教育目標,能力,not affect
毛澤東教育路線,實現,文化大革命,特徵,文化大革命,depends-on
鄧小平,收拾,文革殘局,鄧小平,文革,affect
中國大陸,建設,中國特色的社會主義國家,中國大陸,剖析,Created-by
基本路線,包括,一個中心兩基本點,基本路線,一個中心兩基本點,include
根本任務,是,發展生產力,根本任務,發展生產力,related-to
集中力量,實現,現代化,集中力量,現代化,depends-on
以經濟建設為中心的基本方針,確立,中共十一屆三中全會政策路線,能力,特徵,decided-by
以經濟建設為中心的基本方針,開啟,鄧小平時代,能力,鄧小平理論,triggered-by
教育,服務,經濟發展,教育,經濟發展,depends-on
形成,科教興國,社會發展戰略,形成,社會發展戰略,related-to
江澤民,堅定支持,鄧小平改革開放路線,江澤民,反應, related-to
中共,列為,教育戰略重點決策,中共,反彈道導彈條約,is-a
江澤民,指出,把教育擺在優先發展的戰略地位,江澤民,能力,related-to
十五大和第九屆人大,表示,沿著鄧小平道路前進,二OOO年,沿著鄧小平道路前進,related-to
角度,探討,中共,眼光,中共,affect
中共,所開展,農民工培訓轉移就業工作,中共,敘述,triggered-by
工作,採行,機制,工作,機制,affect
機制,觀察,農民工培訓推行的成效,機制,理念,affect
第三部門,互動,政府,第三人,政府,affect
政府,互動,市場,政府,市場,affect
兩岸,經貿,研究,兩岸,科研,related-to
臺商,設計,臺灣,臺商,臺灣,Created-by
臺商,生產,大陸,臺商,大陸,Created-by
產業鏈,布局,歐美跨國企業,產業鏈,歐美跨國企業,related-to
企業,代工,臺商,企業,臺商,Created-by
分析,發展歷程,中國大陸,剖析,中國大陸,part-of
檢驗,角色,臺商,檢驗,臺商,is-a
檢驗,分工,兩岸產業,檢驗,兩岸廠商,part-of
因素,興起,山寨手機市場,因素,山寨機產業,triggered-by
政策,變遷,政府,政策,政府,changed-by
政策,制訂,產業,政策,產業,decided-by
投資,吸引,外商,投資,外商,affect
投資,發展,國企,投資,國企,affect
標準,發展,中國通訊,標準,中國學,affect
標準,存取,時分－同步分碼多工,標準,特徵,requires
臺商,擁有,能力,臺商,能力,include
能力,研發,先進,能力,先進,Created-by
臺商,擁有,供應鏈,臺商,供應鏈,include
供應鏈,優勢,完善,供應鏈,完善,not-depends-on
臺商,轉變,推動者,臺商,推動,changed-by
推動者,發展,中國大陸手機產業,推動,中國大陸手機產業,affect
分工,描繪,關係,分工,關係,affected-by
分工關係,描繪,兩岸合作,勞動關係,兩岸交流,affected-by
合作,內銷,大陸,合作,大陸,located-in
宗教,包含,神秘思想,宗教,神秘思想,include
宗教,包含,民俗信仰,宗教,民俗信仰,include
知識份子中西化派,聯手反對,宗教,感受,宗教, not-related-to
共產派,聯手反對,宗教,共產派,宗教, not-related-to
大陸宗教事務,繫於,中共的宗教政策,能力,中共的關係,located-in
亞洲金融危機,對於,中國大陸,準金融機構,中國大陸,related-to
亞洲金融危機,產生,政經效應,準金融機構,政經,Created-by
政經效應,影響,持續性,政經,維持,affect
中共高層領導人,面臨,亞洲金融危機,中共領導人,準金融機構,depends-on
中共高層領導人,採行,匯率政策,中共領導人,匯率體制,affect
匯率政策,有,國家利益,匯率體制,國家利益,depends-on
匯率政策,有,戰略層面,匯率體制,戰略架構,depends-on
匯率政策,有,外匯金融制度層面,匯率體制,領域,depends-on
必須,顧濾,政治性因素,需要,因素,not-affect
政治性因素,包括,維持國內金融市場穩定性,因素,作用,include
亞洲金融危機,對於,中國大陸未來,準金融機構,中國大陸未來,related-to
亞洲金融危機,起到,冷卻作用,準金融機構,冷卻作用,affect
冷卻作用,在,外匯金融自由化的改革開放路線,冷卻作用,作用,located-in
冷卻作用,在,外匯金融自由化的進程,冷卻作用,特徵,located-in
羅馬法,考察,不動產物權變動公示方法,羅馬法,能力,affect
中國大陸,進行,社會調查,中國大陸,社會調查,affect
中國大陸,進行,實證分析,中國大陸,明顯,affect
不動產物權變動,並存,兩種或多種公示方法,不動產物權變動,考量,related-to
立法,必須,植根於需求,立法,主張,depends-on
需求,達到,目的,尋求,目的,requires
立法方案,應該,探用多元體系,立法,體系,decided-by
立法技術,可以採用,一般性規定,立法,一般性規定, depends-on
立法技術,可以採用,利用法解釋,立法,利用法解釋, depends-on
立法技術,可以採用,有關判決,立法,有關判決, depends-on
物權,必須區分,公示方法,物權,公示方法, requires
不動產物權變動,並非必須,採登記作為公示方法,不動產物權變動,闡明, not requires
登記,不當然,生效要件,登記,生效要件,not-related-to
公示方法,為了保護,交易安全,公示方法,交易安全,depends-on
國家,有助於,分析,國家,剖析,triggered-by
國家,有助於,解釋,國家,闡明,triggered-by
國家,在,歷史階段,國家,歷史,located-in
國家,有,政治,國家,政治,depends-on
國家,有,經濟,國家,經濟,depends-on
國家,有,社會發展特色,國家,有利,depends-on
國家,展現,控制力,國家,掌控,affect
社會,影響,國家,社會,國家,affect
國家,有,自主能力,國家,自主訴求,depends-on
國家,和,社會,國家,社會,related-to
國家,和,社會互動,國家,交往,related-to
全球化,衝擊,國家,全球化,國家,affect
全球化,衝擊,社會,全球化,社會,affect
國際非政府組織,影響,國家政府,國際組織地位,國家機關,affect
國家,控制,社會,國家,社會,affect
中國大陸,有,國有企業,中國大陸,國企,depends-on
中國大陸,有,人民公社,中國大陸,人民公社,depends-on
國家,興起,社會力量,國家,社會力,triggered-by
中國大陸,領導,公民社會,中國大陸,人民公社,related-to
中共,確保,三峽大壩,中共,三峽大壩,requires
國際非政府組織,進行,倡議,國際組織地位,倡議,affect
國際非政府組織,進行,遊說,國際組織地位,遊說,affect
國際非政府組織,加強,能力建構,國際組織地位,能力建構,affect
國際非政府組織,建立,網絡關係,國際組織地位,網絡關係,Created-by
毛澤東,身後,中國大陸,毛澤東,中國大陸,located-in
中國大陸,改革,十年,中國大陸,十年,changed-by
新聞,自由,觀念,新聞,觀點,is-a
觀念,變化,十年間,觀點,十年,changed-by
中國大陸,有關,新聞自由,中國大陸,新聞自由,related-to
新聞自由,經歷,劇變,新聞自由,劇變,related-to
新聞媒介,充當,黨的喉舌,新聞媒介,黨的喉舌,depends-on
新聞媒介,轉而,致力探求妙法良方,新聞媒介,領域,changed-by
新聞媒介,建立,有公信力,新聞媒介,有公信力,Created-by
新聞自由,包括,目的,新聞自由,目的,include
新聞自由,包括,誰可享有,新聞自由,誰可享有,include
新聞自由,包括,根源,新聞自由,根源,include
這種轉變,察見,有關論述,特徵,相關政策,not related-to
論述,重點,轉移,敘述,移轉,is-a
新聞改革,主張,不再囿於竭誠服務,新聞改革,將來的生活,related-to
新聞改革,主張,擴闊視野,新聞改革,擴闊視野,related-to
新聞自由,實現,條件,新聞自由,評估,depends-on
新聞自由,制肘,社會環境,新聞自由,社會環境,related-to
新聞自由,制肘,政治體制,新聞自由,政治教條,related-to
新聞界,增刪潤飾,官方的新聞政策,新聞界,意義, changed-by
新聞媒介,成為,社會公器,新聞媒介,社會公器,is-a
新聞媒介,有助,人民實踐民主權利,新聞媒介,行使民主權利,affect
社會主義民主,角度,民主鞏固,種族,民主鞏固,related-to
民主鞏固,理論,自由式民主,民主鞏固,自由民主,is-a
國家,政治發展,自由式民主,國家,自由民主,related-to
導向,避免,米契爾困境,導向,齟齬,affect
米契爾困境,帶來,權力集中,齟齬,權力集中,triggered-by
國家,保障,多元利益,國家,多元,related-to
國家,完成,政治繼承,國家,政治繼承, related-to
國家,達到,民主鞏固,國家,民主鞏固,requires
中國大陸,推行,社會主義民主,中國大陸,種族,affect
社會主義民主,保障,多元利益,種族,多元,related-to
社會主義民主,完成,政治繼承,種族,政治繼承, related-to
中國大陸,挑戰,自由式民主,中國大陸,自由民主,affect
羅斯托,模型,民主鞏固,羅斯托,民主鞏固,is-a
羅斯托模型,分析,中國大陸,羅斯托模型,中國大陸,affect
社會主義民主,引出,結果,種族,結果,triggered-by
中國大陸,存在,區域差異,中國大陸,階層差異,is-a
農村經濟發展,存在,區域差異,反應,階層差異,is-a
中共,利用,官方統計資料,中共,理念,depends-on
大陸農村經濟,發展,區域差異,大陸農村經濟,階層差異,affect
狀況,做,分析,情況,剖析,affect
中國大陸,展露,自主性,中國大陸,自治體,affect
立法機構,出現,趨勢,立法,趨勢,triggered-by
學界,關注,趨勢,學界,趨勢,related-to
中國大陸,實況,提出,中國大陸,特徵,related-to
相關理論,佐以,狀況,相關理論,情況,triggered-by
制度化,操作定義,探討,制度化,考量,related-to
制度化,操作定義,評估,制度化,評估,related-to
全國人大專委會,發展,制度化,人大常委會,制度化,affect
